LotArea,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,SalePrice
9600,2Story,5,7,1910,2002,0,1432,0,0,2,0,2,1,132000
6768,1Story,6,8,1961,1996,0,912,1,1,1,0,3,1,142000
8450,1Story,7,5,2000,2001,0,1349,0,0,2,0,3,1,179000
12886,SLvl,5,6,1963,1999,0,1464,0,1,2,0,3,1,175000
5395,1Story,8,5,1993,1993,0,1337,1,0,2,0,2,1,180000
8963,2Story,8,9,1976,1996,0,2715,0,1,3,1,4,1,299800
8795,2Story,7,5,2000,2000,0,2256,0,0,2,1,4,1,236000
11700,2Story,7,7,1880,2003,0,2640,0,0,1,1,4,1,265979
10593,1Story,7,5,1996,1996,0,1720,1,0,2,0,3,1,260400
8405,1.5Fin,4,3,1945,1950,0,1529,0,0,2,0,4,1,98000
8800,1.5Fin,4,7,1910,2004,0,1140,0,0,1,0,3,1,96500
7750,2Story,7,5,2003,2003,0,1320,0,0,2,1,3,1,162000
9236,1Story,6,5,1997,1997,0,1494,1,0,2,0,3,1,217000
10240,2Story,8,5,2005,2005,0,2098,0,0,2,1,3,1,275500
7930,1Story,6,8,1969,2005,0,1026,1,0,1,0,3,1,156000
3230,2Story,6,5,1999,1999,0,1471,0,0,2,1,3,1,172500
10769,2Story,8,5,2007,2007,0,1768,0,0,2,1,3,1,212000
11616,2Story,6,5,1978,1978,0,1386,0,0,2,1,3,1,158900
2280,2Story,7,5,1999,1999,0,1501,0,0,2,1,3,1,179400
12257,2Story,8,5,1995,1995,0,2531,0,0,2,1,4,1,290000
9100,1Story,6,6,1959,1959,0,864,0,0,1,0,2,1,127500
6911,1Story,5,5,1924,1950,0,1301,0,0,1,0,2,1,100000
8640,2Story,7,5,2009,2009,0,1547,0,0,2,1,3,1,215200
9430,2Story,8,5,1999,1999,0,2365,1,0,2,1,3,1,337000
9549,1Story,8,5,1995,1996,0,1494,1,0,1,1,2,1,270000
14587,1Story,9,5,2008,2008,0,1506,0,0,2,0,2,1,264132
10421,2Story,7,5,1988,1988,0,1714,0,0,2,1,3,1,196500
12508,1.5Fin,6,7,1940,1985,0,1750,1,0,2,0,4,1,160000
9100,1Story,7,5,2004,2005,0,1836,0,0,2,0,3,1,216837
53504,2Story,8,5,2003,2003,0,3279,1,0,3,1,4,1,538000
7252,SFoyer,5,5,1982,1982,0,858,1,0,1,0,2,1,134900
8877,1Story,4,5,1951,1951,0,1220,0,0,1,0,2,1,102000
7819,SLvl,6,5,1976,1976,0,1117,1,0,1,0,3,1,107000
10150,1Story,5,5,1958,1958,0,912,0,0,1,0,2,1,114500
14226,1Story,8,5,2006,2006,0,1973,0,0,2,0,3,1,395000
4500,1Story,6,5,1998,1998,0,1204,1,0,2,0,2,1,162000
11210,1Story,7,5,2005,2006,0,1614,0,0,2,0,3,1,221500
13350,1Story,5,5,1974,1974,0,894,1,0,1,0,3,1,142500
8400,1Story,5,5,1977,1977,0,2020,0,0,2,0,4,2,144000
10530,SFoyer,6,5,1977,1977,0,1004,1,0,1,0,2,1,135000
7875,1Story,7,5,1995,1996,0,1253,0,0,2,0,3,1,176000
7153,2Story,6,5,1992,1992,0,1603,0,0,2,1,3,1,175900
16285,1Story,7,5,2001,2002,0,1430,0,0,2,0,3,1,187100
9101,SFoyer,5,6,1978,1978,0,1110,1,0,1,0,1,1,165500
6300,2.5Unf,6,6,1914,2001,0,1484,0,0,2,0,3,1,128000
9790,1Story,6,5,1967,1967,0,1342,0,0,2,0,3,1,161500
10800,1.5Fin,5,6,1915,1950,0,1652,1,0,2,0,4,1,139000
10142,2Story,7,5,2004,2004,0,2084,1,0,2,1,4,1,233000
6000,1Story,4,7,1954,2000,0,901,0,0,1,0,2,1,107900
12205,2Story,6,8,1966,2007,0,2087,0,0,2,1,5,1,187500
3182,1Story,7,5,2005,2006,0,1145,0,0,2,0,2,1,160200
11333,SLvl,6,5,1976,1976,0,1062,1,0,1,0,3,1,146800
9920,2Story,7,5,1996,1997,0,2013,1,0,2,1,3,1,269790
9158,1Story,8,5,2007,2007,0,1496,0,0,2,0,3,1,225000
10832,2Story,7,5,1994,1996,0,1895,0,0,2,1,3,1,194500
8400,2Story,6,6,1980,1981,0,1564,0,0,2,1,3,1,171000
8197,1Story,6,5,1977,1977,0,1285,0,0,1,1,3,1,143500
7677,1Story,5,5,1953,1953,0,773,0,0,1,0,2,1,110000
13518,2Story,9,5,2008,2009,0,3140,0,0,3,1,4,1,485000
7200,1.5Fin,5,7,1937,1950,0,1768,1,0,1,1,3,1,175000
12798,2Story,6,5,1997,1997,0,1688,1,0,2,1,4,1,200000
4800,1Story,4,7,1916,1990,0,1196,1,0,1,0,2,1,109900
8199,2Story,7,5,2005,2005,0,1456,1,0,2,1,3,1,189000
13891,2Story,9,5,2008,2009,0,2822,0,0,3,1,4,1,582933
9000,1Story,5,5,1954,1954,0,1128,0,0,1,0,2,1,118000
12274,1Story,7,5,2008,2008,0,1428,0,0,2,0,3,1,227680
9750,SLvl,5,5,1967,1967,0,980,0,0,2,0,3,1,135500
21384,2Story,5,6,1923,2004,0,1576,2,0,1,1,3,1,223500
13400,SLvl,5,5,1966,1966,0,1086,1,0,1,0,3,1,159950
8100,2.5Unf,5,5,1898,1965,0,2138,0,0,2,0,2,3,106000
10140,1Story,6,6,1974,1999,0,1309,1,0,1,1,3,1,181000
4438,1Story,6,5,2004,2004,0,848,1,0,1,0,1,1,144500
8712,1Story,5,5,1952,1952,0,1044,0,0,1,0,2,1,55993
9750,1Story,6,6,1958,1958,0,1442,0,0,1,1,4,1,157900
8248,1.5Fin,5,7,1918,1950,0,1250,0,1,1,1,3,1,116000
12137,1Story,7,5,1998,1998,0,1661,0,0,2,0,3,1,224900
11425,1Story,5,6,1954,1954,0,1008,0,0,1,0,2,1,137000
13265,1Story,8,5,2002,2002,0,1689,1,0,2,0,3,1,271000
8816,SLvl,6,7,1971,1971,0,1052,1,0,1,0,3,1,155000
6371,1Story,7,5,2009,2010,0,1358,1,0,2,0,2,1,224000
7226,2Story,7,5,2003,2003,0,1640,0,0,2,1,3,1,183000
6000,1Story,4,4,1953,1953,0,936,0,0,1,0,2,1,93000
12394,2Story,7,5,2003,2003,0,1733,0,0,2,1,3,1,225000
9900,1.5Fin,6,7,1940,1950,0,1489,0,0,2,0,3,1,139500
11216,1Story,8,5,2006,2006,0,1489,0,0,2,0,3,1,232600
14803,1Story,10,5,2007,2008,0,2084,1,0,2,0,2,1,385000
6130,1.5Unf,5,6,1924,1950,0,784,1,0,1,0,2,1,109500
8529,1Story,7,5,2001,2001,0,1434,0,0,2,0,3,1,189000
28698,2Story,5,5,1967,1967,0,2126,0,1,2,1,3,1,185000
2544,2Story,7,5,2005,2005,80,1223,0,0,2,1,2,1,147400
11900,1Story,6,5,1957,1957,0,1392,1,0,1,1,3,1,166000
3180,2Story,7,5,2005,2005,80,1200,0,0,2,1,2,1,151000
9548,2Story,7,6,2003,2003,0,1829,1,0,2,1,3,1,237000
10004,1Story,6,6,1964,1964,0,1516,0,0,1,1,3,1,167000
7875,1Story,5,6,1961,1961,0,1144,1,0,1,0,3,1,139950
9600,1Story,4,7,1950,1995,0,1067,0,0,2,0,2,1,128000
8100,1Story,5,6,1948,1973,0,1559,1,0,1,0,2,1,153500
1680,2Story,6,5,1973,1973,0,987,1,0,1,1,2,1,100000
9525,1Story,5,6,1995,2006,0,1099,0,0,1,1,3,1,144000
11767,1.5Fin,5,6,1946,1995,0,1200,0,0,1,0,3,1,130500
12155,2Story,6,8,1925,1950,0,1482,0,0,2,0,4,1,140000
10440,2Story,5,8,1904,2002,0,1539,0,0,2,0,3,1,157500
9020,SLvl,6,7,1966,1966,0,1165,1,0,1,1,3,1,174900
8000,1Story,5,4,1961,1961,0,1800,0,0,2,0,6,2,141000
12665,1.5Fin,5,8,1915,1950,0,1416,0,0,1,1,4,1,153900
16647,SFoyer,5,5,1975,1981,0,1701,1,0,2,0,3,1,171000
9317,2Story,7,5,1993,1993,0,1775,1,0,2,1,3,1,213000
15523,1Story,5,6,1972,1972,0,864,1,0,1,0,3,1,133500
45600,1.5Fin,6,8,1908,1997,0,2358,0,0,3,0,5,1,240000
9600,SLvl,6,7,1976,1994,0,1855,0,0,2,1,3,1,187000
4435,1Story,6,5,2003,2003,0,848,1,0,1,0,1,1,131500
3196,1Story,8,5,2003,2003,0,1456,0,0,2,0,2,1,215000
7128,2.5Unf,7,5,1941,1950,0,1646,0,0,2,0,4,1,164000
12095,SLvl,6,6,1964,1964,0,1445,0,0,1,1,3,1,158000
17920,1Story,5,4,1955,1974,0,1779,1,0,1,1,3,1,170000
6897,1Story,5,8,1962,2010,0,1040,1,0,1,1,3,1,127000
10970,SLvl,6,6,1978,1978,0,1026,1,0,1,0,3,1,147000
8125,2Story,6,5,1994,1995,0,1481,0,0,2,1,3,1,174000
10400,1Story,7,5,1976,1976,0,1370,0,0,2,0,3,1,152000
11029,2Story,6,7,1968,1984,0,2654,1,0,2,1,4,1,250000
7642,1.5Fin,7,8,1918,1998,0,1426,0,0,1,1,3,1,189950
11625,1Story,5,4,1965,1965,0,1039,1,0,1,1,3,1,131500
9672,1Story,6,5,1984,1985,0,1097,0,0,2,0,3,1,152000
7931,1Story,5,5,1959,1959,0,1148,1,0,1,0,3,1,132500
8640,1Story,7,5,2007,2008,0,1372,0,0,2,0,3,1,250580
8750,1Story,5,6,1970,1970,0,1002,1,0,1,0,3,1,148500
10656,1Story,8,5,2006,2007,0,1646,0,0,2,0,3,1,248900
6970,1Story,4,5,1961,1961,0,1120,1,0,1,1,3,1,129000
14762,2Story,5,6,1948,1950,53,2320,0,0,2,0,2,1,169000
9938,2Story,7,5,1993,1994,0,1949,1,0,2,1,3,1,236000
6600,1Story,5,5,1962,1962,0,894,0,0,1,0,2,1,109500
8750,2Story,6,5,1998,1998,0,1682,0,0,2,1,3,1,200500
8892,1Story,5,7,1953,1996,0,910,0,0,1,0,3,1,116000
12144,1Story,5,7,1949,1950,232,1268,0,0,1,0,3,1,133000
5720,1.5Fin,5,6,1941,1950,0,1131,0,0,1,1,3,1,66500
9000,2Story,8,5,2007,2007,0,2610,0,0,2,1,4,1,303477
25286,1Story,4,5,1963,1963,0,1040,1,0,1,0,3,1,132250
8834,2Story,9,5,2004,2005,0,2224,1,0,2,1,4,1,350000
11782,SFoyer,5,7,1961,1995,0,1155,1,0,1,0,3,1,148000
7000,1Story,5,8,1978,2005,0,864,1,0,1,0,3,1,136500
7024,1Story,5,5,2005,2006,0,1090,1,0,1,1,2,1,157000
13758,1.5Fin,7,5,1990,1991,0,1717,0,0,2,1,3,1,187500
9636,2Story,6,5,1992,1993,0,1593,0,0,2,1,3,1,178000
6204,2.5Fin,4,5,1912,1950,481,2230,1,0,1,0,5,1,118500
7150,1Story,5,5,1967,1967,0,892,0,0,1,0,3,1,100000
5119,1Story,9,5,1999,2000,0,1709,1,0,2,0,2,1,328900
8393,1Story,5,5,1959,2005,0,1712,0,0,2,0,4,2,145000
16466,1.5Fin,5,7,1955,1955,0,1393,0,0,1,1,3,1,135500
15865,1Story,8,6,1970,1970,0,2217,1,0,2,0,4,1,268000
12160,1Story,6,4,1953,1953,0,1505,1,0,1,0,2,1,149500
8064,1.5Fin,5,7,1949,2006,0,924,0,0,1,0,3,1,122900
11184,2Story,6,5,1978,1978,0,1683,0,0,2,1,3,1,172500
8414,1Story,6,8,1963,2003,0,1068,0,1,1,0,3,1,154500
13284,1Story,5,5,1954,1954,0,1383,1,0,1,0,3,1,165000
7018,1Story,5,5,1979,1979,0,1535,0,0,2,0,4,2,118858
7056,2Story,6,5,1963,1963,0,1796,1,0,1,1,4,1,140000
8765,1Story,4,6,1936,1950,0,951,0,0,1,0,2,1,106500
7018,2Story,5,5,1979,1979,0,2240,0,0,2,0,6,2,142953
12919,1Story,9,5,2009,2010,0,2364,1,0,2,1,2,1,611657
6993,1Story,5,7,1961,1994,0,1236,0,0,1,0,3,1,135000
7340,1Story,4,6,1971,1971,0,858,0,0,1,0,2,1,110000
8712,1Story,5,7,1957,2000,0,1306,1,0,1,0,2,1,153000
7875,2Story,7,5,2003,2003,0,1509,0,0,2,1,3,1,180000
14859,1Story,7,5,2006,2006,0,1670,0,0,2,0,3,1,240000
6173,1Story,5,6,1967,1967,0,902,0,0,1,0,3,1,125500
9920,1Story,5,5,1954,1954,0,1063,1,0,1,0,3,1,128000
13501,1Story,8,5,2006,2006,0,1636,1,0,2,0,3,1,255000
11500,1.5Fin,7,7,1936,1987,0,2057,0,0,1,1,3,1,250000
8885,1Story,5,5,1983,1983,0,902,1,0,1,0,2,1,131000
12589,2Story,6,5,2005,2005,0,1484,0,0,2,1,3,1,174000
11600,2Story,5,5,1960,1960,0,2274,0,0,2,0,5,2,154300
9286,1Story,5,7,1977,1989,0,1268,0,0,1,1,3,1,143500
6120,1Story,5,7,1925,1950,0,1015,0,0,1,0,3,1,88000
6270,2Story,5,6,1949,1950,0,2002,0,0,2,0,4,2,145000
3000,2Story,6,5,2009,2009,0,1224,0,0,2,1,2,1,173733
2001,2Story,4,5,1970,1970,0,1092,0,0,1,1,3,1,75000
9000,1Story,2,3,1949,1950,0,480,1,0,0,0,1,1,35311
17140,1Story,4,6,1956,1956,0,1229,0,0,1,0,3,1,135000
13125,2Story,7,5,1991,1991,0,2127,1,0,2,1,4,1,238000
11029,1Story,6,8,1958,2002,0,1414,1,0,1,0,3,1,176500
8462,2Story,6,5,1994,1994,0,1721,0,1,2,1,3,1,201000
8777,1.5Fin,5,7,1900,2003,0,2200,2,0,2,2,4,2,145900
10237,1Story,6,5,2005,2006,0,1316,0,0,2,0,3,1,169990
8012,1Story,6,5,1993,1994,0,1617,1,0,2,0,2,1,193000
10240,1Story,6,6,1980,1980,0,1686,1,0,2,0,3,1,207500
15611,1Story,5,6,1977,1977,0,1126,0,1,2,0,3,1,175000
11999,2Story,8,5,2003,2004,0,2374,0,0,2,1,4,1,285000
9900,2Story,7,5,1968,1968,0,1978,0,0,2,1,4,1,176000
11838,1Story,8,5,2001,2001,0,1788,0,0,2,0,3,1,236500
13006,2Story,7,5,1997,1997,0,2236,0,0,2,1,4,1,222000
8925,1Story,8,5,2007,2007,0,1466,0,0,2,0,3,1,201000
9100,1Story,5,6,1965,1965,0,925,0,1,1,0,2,1,117500
11670,1Story,9,5,2006,2006,0,1905,0,0,2,0,3,1,320000
8487,1Story,7,5,2004,2004,0,1500,0,0,2,0,3,1,190000
27650,1Story,7,7,1960,2007,0,2069,1,0,2,0,4,1,242000
5825,1Story,4,5,1926,1953,0,747,0,0,1,0,1,1,79900
10083,1Story,7,5,2003,2003,0,1200,1,0,2,0,2,1,184900
9675,2Story,7,5,2005,2005,0,1971,0,0,2,1,3,1,253000
8760,2Story,7,5,2006,2006,0,1962,0,0,2,1,3,1,239799
24090,2Story,7,7,1940,1950,0,2403,0,0,2,0,4,1,244400
12640,1Story,6,5,1976,1976,0,1728,0,0,2,0,4,2,150900
8755,2Story,7,5,1999,1999,0,2060,1,0,2,1,3,1,214000
7711,1Story,4,3,1977,1977,0,1440,2,0,2,0,4,2,150000
25000,1Story,5,4,1967,1967,0,1632,0,0,2,0,4,2,143000
14375,SLvl,6,6,1958,1958,0,1344,0,1,1,0,3,1,137500
8820,1.5Fin,5,6,1890,1996,120,1869,0,0,1,0,2,1,124900
8163,SLvl,5,6,1959,1959,0,1144,1,0,1,0,3,1,143000
14536,1Story,8,5,2002,2003,0,1629,1,0,2,0,3,1,270000
14006,2Story,7,5,2002,2002,0,1776,0,0,2,1,3,1,192500
9360,1Story,6,7,1972,2006,0,1381,1,0,1,1,3,1,197500
7200,1Story,5,8,1950,2002,0,864,1,0,1,0,3,1,129000
7800,1Story,5,5,1965,1965,0,965,1,0,1,0,3,1,119900
7200,SFoyer,5,8,1972,2003,0,768,0,1,1,0,2,1,133900
11075,2Story,5,4,1969,1969,0,1968,0,1,2,1,4,1,172000
9400,SFoyer,6,5,1975,1975,0,980,0,2,2,0,4,0,127500
7136,2Story,6,6,1946,1950,0,1958,0,0,2,0,4,2,145000
1300,2Story,6,6,1980,1980,0,1229,0,0,1,1,2,1,124000
7420,1Story,5,5,1962,1962,0,1057,0,0,1,0,3,1,132000
8450,1Story,7,5,2003,2003,0,1337,1,0,2,0,3,1,185000
2572,2Story,7,5,1999,1999,0,1416,1,0,2,1,3,1,155000
7207,1Story,5,7,1958,2008,0,858,1,0,1,0,2,1,116500
12227,2Story,6,7,1977,1995,0,2872,1,0,2,1,4,1,272000
2308,2Story,6,6,1976,1976,0,1548,1,0,2,1,3,1,155000
11923,1Story,9,5,2007,2007,0,1800,0,0,2,0,2,1,239000
11316,2Story,7,5,2002,2003,0,1894,1,0,2,1,4,1,214900
10237,2Story,6,5,2005,2007,0,1484,0,0,2,1,3,1,178900
9600,1.5Fin,5,7,1940,1950,0,1308,1,0,1,1,2,1,160000
7390,1Story,5,7,1955,1955,0,1098,1,0,1,0,3,1,135000
5925,1.5Fin,3,6,1910,1950,0,968,0,0,1,0,2,1,37900
10382,SLvl,6,5,1958,1958,0,1095,1,0,1,0,2,1,140000
10800,1.5Fin,4,4,1949,1950,0,1192,0,0,1,1,4,1,135000
2268,2Story,7,5,2003,2004,0,1626,0,0,2,0,2,1,173000
7892,1Story,6,5,1979,1979,0,918,0,0,2,0,2,1,99500
11639,1Story,7,5,2007,2008,0,1428,0,0,2,0,3,1,182000
11414,2Story,7,8,1910,1993,0,2019,0,0,1,0,3,1,167500
2651,2Story,7,5,2000,2000,0,1382,1,0,2,1,3,1,165000
5900,1Story,4,7,1923,1958,0,869,0,0,1,0,2,1,85500
4274,1Story,7,5,2006,2007,0,1241,1,0,1,1,1,1,199900
9450,1Story,4,5,1954,1954,0,894,0,0,1,0,3,1,110000
8816,1Story,5,6,1963,1963,0,1121,1,0,1,0,3,1,139000
12122,SFoyer,7,9,1961,2007,0,999,1,0,1,0,3,1,178400
12203,2Story,8,5,1998,1999,0,2612,1,0,2,1,4,1,336000
3182,1Story,7,5,2007,2007,0,1266,0,0,2,0,2,1,159895
11250,2Story,8,5,2002,2002,0,2290,0,0,2,1,4,1,255900
10125,1.5Fin,5,5,1977,1977,0,1734,0,0,2,0,4,2,126000
10880,1Story,5,5,1950,1950,0,1164,1,0,1,0,3,1,125000
5310,1.5Fin,6,8,1910,2003,0,1635,0,0,1,0,2,1,117000
10159,1Story,9,5,2009,2010,0,1940,1,0,2,1,3,1,395192
12046,2Story,6,6,1976,1976,0,2030,0,0,2,1,4,1,195000
8125,2Story,7,5,2006,2006,0,1576,0,0,2,1,3,1,197000
9452,2Story,8,5,1997,1998,0,2392,1,0,2,1,3,1,348000
17671,2Story,8,9,1882,1986,0,1742,0,0,1,1,4,1,168000
9760,2Story,6,8,1964,1993,0,1851,0,0,2,1,3,1,187000
8846,2Story,6,5,2005,2006,0,1500,0,0,2,1,3,1,173900
12456,1Story,10,5,2006,2007,0,1718,1,0,2,0,3,1,337500
4712,1.5Fin,4,7,1946,1950,0,1230,1,0,1,1,3,1,121600
10659,1Story,5,6,1961,1961,0,1050,1,0,1,0,3,1,136500
11717,1Story,6,6,1970,1970,0,1442,0,0,2,0,2,1,185000
9786,1Story,3,4,1922,1950,0,1077,0,0,1,0,3,1,91000
6762,1Story,7,5,2006,2006,0,1208,1,0,2,0,2,1,206000
10206,1Story,3,3,1952,1952,0,944,0,0,1,0,2,1,82000
5400,1Story,5,6,1920,1950,0,691,0,0,1,0,2,1,86000
11957,1Story,8,5,2006,2006,0,1574,0,0,2,0,3,1,232000
11500,1Story,5,6,1976,1976,0,1680,0,0,2,0,4,2,136905
3182,1Story,7,5,2005,2006,0,1504,0,0,2,0,1,1,181000
8385,SLvl,5,8,1977,1977,0,985,0,0,2,0,3,1,149900
12155,1Story,6,3,1970,1970,0,1657,0,1,2,0,3,1,163500
2217,2Story,4,4,1970,1970,0,1092,0,0,1,1,3,1,88000
12118,1Story,7,5,2004,2005,0,1710,0,0,2,0,3,1,240000
6000,1.5Fin,5,5,1926,1950,514,1522,0,0,2,0,4,1,102000
21286,1.5Fin,5,5,1948,1950,0,1271,0,0,2,0,4,1,135000
9825,1Story,5,5,1965,1965,0,1664,0,0,2,0,4,2,100000
10592,2Story,6,7,1923,1996,0,1502,0,0,1,1,3,1,165000
7200,1Story,5,4,1910,2006,0,1022,1,0,1,0,2,1,85000
11664,1Story,6,5,1948,1950,0,1082,0,0,1,0,2,1,119200
8400,2Story,8,6,2001,2001,0,1665,1,0,2,1,3,1,227000
11883,1Story,7,5,1996,1996,0,1504,1,0,2,0,3,1,203000
5814,1Story,8,5,1984,1984,0,1360,1,0,1,0,1,1,187500
10784,SLvl,7,5,1991,1992,0,1472,0,0,2,1,3,1,160000
3013,1Story,7,5,2005,2005,0,1506,0,0,2,0,2,1,213490
7024,1Story,4,5,2005,2005,0,1132,1,0,1,1,2,1,176000
7406,1Story,7,5,2006,2006,0,1220,1,0,2,0,2,1,194000
9439,1.5Fin,5,5,1930,1950,0,1248,0,0,1,0,2,1,87000
3182,1Story,7,5,2005,2006,0,1504,0,0,2,0,2,1,191000
15498,1Story,8,6,1976,1976,0,2898,1,0,2,0,2,1,287000
7700,1Story,5,5,1972,1972,0,882,1,0,1,0,3,1,112500
9300,1Story,5,5,1960,1960,0,1264,1,0,1,0,3,1,167500
9520,1Story,8,5,2007,2008,0,1646,1,0,2,0,3,1,293077
9492,1.5Fin,5,5,1941,1950,0,1376,1,0,1,0,3,1,105000
1680,2Story,6,7,1972,1972,0,1218,0,1,1,1,3,1,118000
7082,2Story,5,8,1916,1995,0,1928,0,0,2,0,5,2,160000
15863,2.5Fin,7,3,1920,1970,397,3082,1,0,2,1,5,1,197000
14541,2Story,8,7,1993,1993,0,2520,1,0,2,1,5,1,310000
8125,1Story,7,5,2002,2002,0,1654,1,0,2,0,3,1,230000
6305,1Story,5,7,1938,1950,0,954,0,0,1,0,2,1,119750
11500,1Story,4,3,1957,1957,0,845,0,0,1,0,3,1,84000
12898,1Story,9,5,2007,2008,0,1620,1,0,2,0,2,1,315500
9240,2Story,8,5,2001,2002,0,2263,0,0,2,1,3,1,287000
1533,2Story,4,6,1970,2008,0,1344,0,0,1,1,3,1,97000
1477,SFoyer,4,4,1970,1970,0,630,1,0,1,0,1,1,80000
13125,1Story,5,4,1957,2000,0,1803,1,0,2,0,3,1,155000
9130,2Story,6,8,1966,2000,0,1632,0,1,1,1,4,1,173000
5381,1Story,6,5,2005,2005,0,1306,1,0,2,0,1,1,196000
11839,2Story,7,5,1990,1990,0,2329,1,0,2,1,4,1,262280
9600,1Story,8,5,1981,1981,0,2524,1,0,2,1,4,1,278000
13680,1Story,3,5,1955,1955,0,1733,0,0,2,0,4,1,139600
16056,2Story,9,5,2005,2006,0,2868,0,0,3,1,4,1,556581
9245,1Story,5,5,1994,1995,0,990,0,1,1,0,3,1,145000
21750,1Story,5,4,1960,2006,0,1771,0,0,1,0,3,1,115000
11100,1Story,4,7,1946,2006,0,930,0,0,1,0,2,1,84900
8993,1Story,7,5,2007,2007,0,1302,0,0,2,0,3,1,176485
11175,1Story,7,5,2007,2007,0,1316,0,0,2,0,3,1,200141
9500,2Story,6,6,1964,1978,0,1977,0,1,1,1,4,1,165000
8562,1Story,5,6,1957,2002,0,1526,0,0,1,0,4,1,144500
11367,2Story,8,5,2002,2002,0,1989,1,0,2,1,3,1,255000
11361,1Story,6,5,1976,1976,0,1523,0,1,2,0,3,1,180000
7052,1Story,7,5,2005,2005,0,1364,1,0,2,0,2,1,185850
29959,2Story,7,6,1994,1994,0,1850,0,0,2,1,3,1,248000
11308,2Story,9,5,2008,2008,0,2184,1,0,2,1,3,1,335000
11275,1.5Fin,6,7,1932,1950,0,1991,0,0,1,1,3,1,220000
4920,1Story,8,5,2001,2001,0,1338,1,0,2,0,2,1,213500
18000,1Story,3,4,1935,1950,0,894,0,0,1,0,2,1,81000
13600,2Story,5,5,1900,1950,0,2337,0,0,2,0,5,2,90000
6000,1Story,6,6,1925,1980,0,1103,0,0,1,0,2,1,110500
11000,1Story,5,6,1966,1966,0,1154,0,0,1,1,3,1,154000
14000,2Story,7,5,1996,1997,0,2260,1,0,2,1,3,1,328000
7837,2Story,6,7,1993,1994,0,1571,0,0,2,1,3,1,178000
9760,2Story,6,6,1964,1964,0,1611,1,0,1,1,4,1,167900
3964,2Story,6,4,1973,1973,0,2521,1,0,2,1,5,1,151400
9600,1.5Unf,5,7,1949,2003,0,893,0,1,1,0,2,1,135000
10152,1Story,5,5,1956,1956,0,1048,1,0,1,0,3,1,135000
11700,2Story,6,6,1968,1968,0,1556,0,0,1,1,4,1,154000
7585,1.5Fin,5,3,1948,1950,0,1456,1,1,1,0,4,1,91500
7950,2Story,6,6,1977,1977,0,1426,0,0,1,1,3,1,159500
8556,1Story,7,5,2006,2006,0,1240,0,0,2,0,2,1,194000
13125,2Story,7,6,1940,1984,0,1740,0,0,1,1,3,1,219500
10800,1.5Fin,5,8,1936,1989,0,1466,0,1,2,0,3,1,170000
15870,1Story,5,5,1969,1969,0,1096,1,0,1,0,3,1,138800
4435,1Story,6,5,2004,2004,0,848,1,0,1,0,1,1,155900
8775,1Story,5,5,1994,1994,0,990,0,0,1,0,3,1,126000
11040,1Story,6,7,1971,2004,0,1258,0,1,2,0,3,1,145000
7500,1Story,5,5,1963,1963,0,1040,1,0,1,1,3,1,133000
8749,1Story,7,5,2002,2002,0,1459,0,0,2,0,3,1,192000
8800,1Story,6,6,1964,1964,0,1251,1,0,1,0,3,1,160000
13031,2Story,6,5,1995,1996,0,1498,0,0,2,1,3,1,187500
9069,SFoyer,6,6,1992,1992,0,996,1,0,1,0,2,1,147000
1974,2Story,4,5,1973,1973,0,1092,0,0,1,1,3,1,83500
10574,2Story,8,5,2005,2006,0,1953,0,0,2,1,3,1,252000
2522,2Story,7,5,2004,2004,0,1709,0,0,2,0,3,1,137500
3316,1Story,8,5,2005,2005,0,1247,1,0,1,1,1,1,197000
8544,1Story,3,4,1950,1950,0,1040,0,0,2,0,2,2,92900
2160,2Story,7,5,1999,2000,0,1252,1,0,2,1,2,1,160000
8400,1.5Fin,6,5,1925,1950,0,1694,0,0,2,0,4,1,136500
9230,1Story,5,8,1965,1998,0,1200,1,0,1,1,1,1,146000
5868,1Story,5,7,1956,2000,0,936,1,0,1,0,2,1,129000
9317,1Story,6,5,2006,2006,0,1314,0,0,2,0,3,1,176432
6882,2Story,6,7,1914,2006,0,1355,0,0,1,1,3,1,127000
3696,1Story,8,5,1986,1986,0,1088,0,0,1,1,2,1,170000
6000,1.5Fin,4,6,1936,1950,0,1324,0,0,1,0,3,1,128000
11880,1Story,7,5,1978,1978,0,1601,0,0,2,0,3,1,157000
8400,1Story,2,5,1920,1950,0,438,0,0,1,0,1,1,60000
9758,1Story,5,5,1971,1971,0,950,0,0,1,0,3,1,119500
7000,1Story,5,7,1960,2002,0,1134,0,0,1,0,2,1,135000
8910,1Story,6,6,1959,1959,0,1194,0,1,1,0,3,1,159500
2016,2Story,5,5,1970,1970,0,1302,0,0,2,1,3,1,106000
12256,2Story,8,5,1994,1995,0,2622,1,0,2,1,3,1,325000
10357,1Story,7,5,1990,1991,0,1442,1,0,2,0,3,1,179900
23257,2Story,7,5,2006,2006,0,2021,0,0,2,1,3,1,274725
8063,2Story,6,5,2000,2000,0,1690,0,0,2,1,3,1,181000
11362,1Story,8,5,2004,2005,0,1836,1,0,2,0,3,1,280000
8000,2Story,6,5,1995,1996,0,1658,1,0,2,1,3,1,188000
10480,2Story,7,6,1976,1976,0,1964,0,0,2,1,4,1,205000
